Geneid	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig
Glyma.15G067400.Wm82.a4.v1	-0.09 	NA    	NA	-0.032	NA    	NA	0.058 	NA    	NA
Glyma.15G067500.Wm82.a4.v1	-0.048	1     	FALSE	0.051 	0.99  	FALSE	0.099 	0.99  	FALSE
Glyma.15G067700.Wm82.a4.v1	-0.16 	1     	FALSE	-0.059	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.15G067800.Wm82.a4.v1	-0.14 	1     	FALSE	-0.065	0.99  	FALSE	0.078 	0.99  	FALSE
Glyma.15G067900.Wm82.a4.v1	-0.012	1     	FALSE	0.022 	0.99  	FALSE	0.034 	1     	FALSE
Glyma.15G068100.Wm82.a4.v1	-0.092	1     	FALSE	0.17  	0.97  	FALSE	0.26  	0.99  	FALSE
Glyma.15G068200.Wm82.a4.v1	-0.014	1     	FALSE	0.034 	0.99  	FALSE	0.048 	1     	FALSE
Glyma.15G068300.Wm82.a4.v1	0.043 	1     	FALSE	-0.0066	1     	FALSE	-0.05 	1     	FALSE
Glyma.15G068500.Wm82.a4.v1	0.13  	1     	FALSE	0.032 	0.99  	FALSE	-0.1  	0.99  	FALSE
Glyma.15G068550.Wm82.a4.v1	0.1   	1     	FALSE	0.076 	0.99  	FALSE	-0.026	1     	FALSE
Glyma.15G068600.Wm82.a4.v1	0.035 	1     	FALSE	0.081 	0.99  	FALSE	0.045 	1     	FALSE
Glyma.15G068700.Wm82.a4.v1	0.046 	1     	FALSE	-0.17 	0.98  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G068800.Wm82.a4.v1	-0.041	1     	FALSE	0.15  	0.98  	FALSE	0.19  	0.99  	FALSE
Glyma.15G068900.Wm82.a4.v1	0.45  	0.81  	FALSE	0.4   	0.79  	FALSE	-0.046	1     	FALSE
Glyma.15G069000.Wm82.a4.v1	-0.015	NA    	NA	-0.031	NA    	NA	-0.016	NA    	NA
Glyma.15G069100.Wm82.a4.v1	0.016 	1     	FALSE	0.037 	0.99  	FALSE	0.02  	1     	FALSE
Glyma.15G069200.Wm82.a4.v1	0.014 	1     	FALSE	0.0013	1     	FALSE	-0.013	1     	FALSE
Glyma.15G069300.Wm82.a4.v1	-0.16 	1     	FALSE	0.25  	0.96  	FALSE	0.41  	0.99  	FALSE
Glyma.15G069400.Wm82.a4.v1	-0.041	1     	FALSE	0.17  	0.98  	FALSE	0.21  	0.99  	FALSE
Glyma.15G069500.Wm82.a4.v1	-0.03 	1     	FALSE	0.031 	0.99  	FALSE	0.061 	1     	FALSE
Glyma.15G069600.Wm82.a4.v1	0.11  	1     	FALSE	0.18  	0.98  	FALSE	0.073 	1     	FALSE
Glyma.15G069700.Wm82.a4.v1	0.14  	1     	FALSE	-0.067	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G069800.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.15G069900.Wm82.a4.v1	0.01  	NA    	NA	-0.081	NA    	NA	-0.091	NA    	NA
Glyma.15G070000.Wm82.a4.v1	0.098 	1     	FALSE	-0.092	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.15G070100.Wm82.a4.v1	-0.021	1     	FALSE	0.1   	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.15G070200.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.15G070300.Wm82.a4.v1	0.11  	1     	FALSE	0.24  	0.97  	FALSE	0.13  	0.99  	FALSE
Glyma.15G070400.Wm82.a4.v1	-0.0088	NA    	NA	-0.038	NA    	NA	-0.029	NA    	NA
Glyma.15G070700.Wm82.a4.v1	0.0081	1     	FALSE	0.11  	0.98  	FALSE	0.1   	0.99  	FALSE
Glyma.15G070800.Wm82.a4.v1	0.12  	NA    	NA	0.071 	NA    	NA	-0.05 	NA    	NA
Glyma.15G070900.Wm82.a4.v1	-0.0088	1     	FALSE	-0.14 	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G071000.Wm82.a4.v1	-0.21 	1     	FALSE	0.29  	0.93  	FALSE	0.5   	0.99  	FALSE
Glyma.15G071200.Wm82.a4.v1	-0.11 	1     	FALSE	0.27  	0.85  	FALSE	0.38  	0.99  	FALSE
Glyma.15G071300.Wm82.a4.v1	-0.19 	1     	FALSE	-0.12 	0.99  	FALSE	0.07  	1     	FALSE
Glyma.15G071400.Wm82.a4.v1	-0.061	1     	FALSE	-0.35 	0.87  	FALSE	-0.29 	0.99  	FALSE
Glyma.15G071502.Wm82.a4.v1	-0.036	NA    	NA	0.033 	NA    	NA	0.069 	NA    	NA
Glyma.15G071600.Wm82.a4.v1	-0.11 	1     	FALSE	0.036 	0.99  	FALSE	0.14  	0.99  	FALSE
Glyma.15G071800.Wm82.a4.v1	0.16  	1     	FALSE	0.14  	0.98  	FALSE	-0.015	1     	FALSE
Glyma.15G071900.Wm82.a4.v1	0.069 	1     	FALSE	-0.13 	0.99  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G072000.Wm82.a4.v1	-0.13 	1     	FALSE	0.19  	0.98  	FALSE	0.33  	0.99  	FALSE
Glyma.15G072100.Wm82.a4.v1	0.042 	1     	FALSE	0.089 	0.98  	FALSE	0.047 	0.99  	FALSE
Glyma.15G072200.Wm82.a4.v1	0.17  	1     	FALSE	0.07  	0.99  	FALSE	-0.1  	0.99  	FALSE
Glyma.15G072266.Wm82.a4.v1	-0.0028	1     	FALSE	0.2   	0.98  	FALSE	0.21  	0.99  	FALSE
Glyma.15G072332.Wm82.a4.v1	-0.035	1     	FALSE	0.02  	1     	FALSE	0.054 	1     	FALSE
Glyma.15G072400.Wm82.a4.v1	-0.3  	1     	FALSE	-0.23 	0.96  	FALSE	0.064 	1     	FALSE
Glyma.15G072500.Wm82.a4.v1	0.0091	1     	FALSE	0.03  	0.99  	FALSE	0.021 	1     	FALSE
Glyma.15G072600.Wm82.a4.v1	0.11  	1     	FALSE	-0.061	0.99  	FALSE	-0.17 	0.99  	FALSE
Glyma.15G072700.Wm82.a4.v1	-0.13 	1     	FALSE	-0.085	0.99  	FALSE	0.047 	1     	FALSE
Glyma.15G072800.Wm82.a4.v1	-0.17 	1     	FALSE	-0.33 	0.64  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G072900.Wm82.a4.v1	-0.057	1     	FALSE	-0.092	0.99  	FALSE	-0.034	1     	FALSE
Glyma.15G073000.Wm82.a4.v1	0.038 	1     	FALSE	-0.068	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.15G073100.Wm82.a4.v1	-0.12 	1     	FALSE	-0.038	NA    	NA	0.086 	0.99  	FALSE
Glyma.15G073150.Wm82.a4.v1	0.015 	NA    	NA	-0.035	NA    	NA	-0.049	NA    	NA
Glyma.15G073200.Wm82.a4.v1	0.13  	1     	FALSE	-0.088	0.99  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G073300.Wm82.a4.v1	0.12  	1     	FALSE	0.13  	0.99  	FALSE	0.013 	1     	FALSE
Glyma.15G073400.Wm82.a4.v1	-0.028	NA    	NA	-0.11 	NA    	NA	-0.079	NA    	NA
Glyma.15G073500.Wm82.a4.v1	0.0014	1     	FALSE	0.11  	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.15G073600.Wm82.a4.v1	0.14  	1     	FALSE	0.22  	0.97  	FALSE	0.08  	1     	FALSE
Glyma.15G073700.Wm82.a4.v1	-0.2  	1     	FALSE	-0.24 	0.96  	FALSE	-0.049	1     	FALSE
Glyma.15G073766.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.15G073900.Wm82.a4.v1	0.11  	1     	FALSE	0.023 	1     	FALSE	-0.085	1     	FALSE
Glyma.15G074000.Wm82.a4.v1	0.22  	1     	FALSE	-0.0022	1     	FALSE	-0.23 	0.99  	FALSE
Glyma.15G074100.Wm82.a4.v1	-0.13 	1     	FALSE	0.16  	0.98  	FALSE	0.3   	0.99  	FALSE
Glyma.15G074200.Wm82.a4.v1	-0.051	1     	FALSE	0.055 	0.99  	FALSE	0.11  	0.99  	FALSE
Glyma.15G074267.Wm82.a4.v1	0.035 	NA    	NA	0.017 	NA    	NA	-0.018	NA    	NA
Glyma.15G074333.Wm82.a4.v1	0.049 	1     	FALSE	0.016 	NA    	NA	-0.033	1     	FALSE
Glyma.15G074400.Wm82.a4.v1	-0.21 	1     	FALSE	-0.26 	0.94  	FALSE	-0.048	1     	FALSE
Glyma.15G074500.Wm82.a4.v1	0.067 	1     	FALSE	0.078 	0.99  	FALSE	0.011 	1     	FALSE
Glyma.15G074600.Wm82.a4.v1	0.071 	1     	FALSE	0.0053	1     	FALSE	-0.065	1     	FALSE
Glyma.15G074700.Wm82.a4.v1	-0.0015	NA    	NA	0.0058	NA    	NA	0.0073	NA    	NA
Glyma.15G074800.Wm82.a4.v1	-0.58 	0.27  	FALSE	-0.79 	0.027 	TRUE	-0.2  	0.99  	FALSE
Glyma.15G074900.Wm82.a4.v1	0.12  	1     	FALSE	-0.056	0.99  	FALSE	-0.18 	0.99  	FALSE
Glyma.15G075000.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.15G075100.Wm82.a4.v1	0.26  	0.78  	FALSE	0.32  	0.38  	FALSE	0.059 	0.99  	FALSE
Glyma.15G075200.Wm82.a4.v1	-0.14 	1     	FALSE	-0.18 	0.98  	FALSE	-0.04 	1     	FALSE
Glyma.15G075400.Wm82.a4.v1	-0.22 	1     	FALSE	-0.035	0.99  	FALSE	0.18  	0.99  	FALSE
Glyma.15G075500.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.15G075600.Wm82.a4.v1	0.13  	1     	FALSE	-0.2  	0.98  	FALSE	-0.33 	0.99  	FALSE
Glyma.15G075700.Wm82.a4.v1	0.025 	NA    	NA	0.023 	NA    	NA	0     	NA    	NA
Glyma.15G075800.Wm82.a4.v1	-0.054	1     	FALSE	-0.11 	0.99  	FALSE	-0.057	1     	FALSE
Glyma.15G075900.Wm82.a4.v1	-0.15 	1     	FALSE	-0.21 	0.97  	FALSE	-0.062	1     	FALSE
Glyma.15G076000.Wm82.a4.v1	-0.14 	1     	FALSE	-0.02 	1     	FALSE	0.12  	0.99  	FALSE
Glyma.15G076300.Wm82.a4.v1	-0.22 	1     	FALSE	0.0073	1     	FALSE	0.23  	0.99  	FALSE
Glyma.15G076500.Wm82.a4.v1	-0.36 	0.91  	FALSE	-0.33 	0.83  	FALSE	0.03  	1     	FALSE
Glyma.15G076600.Wm82.a4.v1	-0.021	NA    	NA	0     	NA    	NA	0.017 	NA    	NA
Glyma.15G076800.Wm82.a4.v1	-0.19 	1     	FALSE	0.065 	0.99  	FALSE	0.26  	0.99  	FALSE
Glyma.15G076900.Wm82.a4.v1	0.13  	1     	FALSE	0.081 	0.99  	FALSE	-0.046	1     	FALSE
Glyma.15G077000.Wm82.a4.v1	0.072 	1     	FALSE	-0.19 	0.98  	FALSE	-0.27 	0.99  	FALSE
Glyma.15G077100.Wm82.a4.v1	0.48  	0.59  	FALSE	-0.12 	0.99  	FALSE	-0.6  	0.76  	FALSE
Glyma.15G077200.Wm82.a4.v1	-0.027	1     	FALSE	0.0066	1     	FALSE	0.034 	1     	FALSE
Glyma.15G077250.Wm82.a4.v1	0.18  	1     	FALSE	-0.039	0.99  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G077300.Wm82.a4.v1	0.058 	1     	FALSE	-0.017	1     	FALSE	-0.074	0.99  	FALSE
Glyma.15G077400.Wm82.a4.v1	0.18  	1     	FALSE	-0.052	0.99  	FALSE	-0.23 	0.99  	FALSE
Glyma.15G077500.Wm82.a4.v1	0.13  	1     	FALSE	0.072 	0.99  	FALSE	-0.059	1     	FALSE
Glyma.15G077600.Wm82.a4.v1	0.16  	1     	FALSE	0.094 	NA    	NA	-0.07 	0.99  	FALSE
Glyma.15G077700.Wm82.a4.v1	0.033 	NA    	NA	-0.026	NA    	NA	-0.06 	NA    	NA
Glyma.15G077800.Wm82.a4.v1	-0.083	1     	FALSE	-0.23 	0.97  	FALSE	-0.15 	0.99  	FALSE
Glyma.15G077900.Wm82.a4.v1	0.3   	0.98  	FALSE	0.2   	0.97  	FALSE	-0.097	0.99  	FALSE
Glyma.15G078000.Wm82.a4.v1	0.12  	1     	FALSE	-0.048	0.99  	FALSE	-0.17 	0.99  	FALSE
Glyma.15G078100.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.15G078200.Wm82.a4.v1	0.016 	1     	FALSE	-0.014	1     	FALSE	-0.031	1     	FALSE
Glyma.15G078300.Wm82.a4.v1	-0.041	1     	FALSE	0.14  	0.99  	FALSE	0.18  	0.99  	FALSE
Glyma.15G078400.Wm82.a4.v1	0.21  	1     	FALSE	0.06  	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.15G078450.Wm82.a4.v1	0.11  	1     	FALSE	0.023 	NA    	NA	-0.086	0.99  	FALSE
Glyma.15G078600.Wm82.a4.v1	0.19  	1     	FALSE	0.14  	0.98  	FALSE	-0.053	1     	FALSE
Glyma.15G078701.Wm82.a4.v1	-0.23 	1     	FALSE	0.092 	0.99  	FALSE	0.32  	0.99  	FALSE
Glyma.15G078800.Wm82.a4.v1	0.21  	1     	FALSE	-0.0054	1     	FALSE	-0.21 	0.99  	FALSE
Glyma.15G078900.Wm82.a4.v1	0.039 	NA    	NA	0.067 	NA    	NA	0.028 	NA    	NA
Glyma.15G079000.Wm82.a4.v1	-0.08 	1     	FALSE	-0.24 	0.97  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G079100.Wm82.a4.v1	0.38  	0.61  	FALSE	0.11  	0.99  	FALSE	-0.27 	0.99  	FALSE
Glyma.15G079200.Wm82.a4.v1	0.63  	0.11  	FALSE	0.78  	0.016 	TRUE	0.14  	0.99  	FALSE
Glyma.15G079300.Wm82.a4.v1	0.12  	1     	FALSE	-0.011	1     	FALSE	-0.13 	0.99  	FALSE
Glyma.15G079600.Wm82.a4.v1	-0.039	1     	FALSE	-0.036	0.99  	FALSE	0.0025	1     	FALSE
Glyma.15G079700.Wm82.a4.v1	-0.012	1     	FALSE	-0.11 	0.99  	FALSE	-0.097	0.99  	FALSE
Glyma.15G079800.Wm82.a4.v1	-0.18 	1     	FALSE	-0.026	NA    	NA	0.16  	0.99  	FALSE
Glyma.15G079900.Wm82.a4.v1	0.26  	1     	FALSE	0.27  	0.96  	FALSE	0.014 	1     	FALSE
Glyma.15G080000.Wm82.a4.v1	-0.15 	1     	FALSE	-0.12 	0.98  	FALSE	0.026 	1     	FALSE
Glyma.15G080067.Wm82.a4.v1	0.072 	1     	FALSE	0.056 	0.99  	FALSE	-0.016	1     	FALSE
Glyma.15G080133.Wm82.a4.v1	0.11  	1     	FALSE	0.056 	0.99  	FALSE	-0.058	1     	FALSE
Glyma.15G080200.Wm82.a4.v1	-0.014	1     	FALSE	-0.21 	0.98  	FALSE	-0.2  	0.99  	FALSE
Glyma.15G080500.Wm82.a4.v1	0.16  	1     	FALSE	0.099 	0.99  	FALSE	-0.064	1     	FALSE
Glyma.15G080600.Wm82.a4.v1	0.16  	1     	FALSE	-0.021	1     	FALSE	-0.18 	0.99  	FALSE
Glyma.15G080700.Wm82.a4.v1	-0.11 	1     	FALSE	0.068 	0.99  	FALSE	0.18  	0.99  	FALSE
Glyma.15G080751.Wm82.a4.v1	0.064 	1     	FALSE	0.15  	NA    	NA	0.083 	0.99  	FALSE
Glyma.15G080800.Wm82.a4.v1	0.031 	1     	FALSE	0.058 	NA    	NA	0.027 	1     	FALSE
Glyma.15G080900.Wm82.a4.v1	0.37  	0.99  	FALSE	0.43  	0.68  	FALSE	0.058 	1     	FALSE
Glyma.15G081000.Wm82.a4.v1	0.074 	1     	FALSE	0.28  	0.87  	FALSE	0.21  	0.99  	FALSE
Glyma.15G081100.Wm82.a4.v1	-0.3  	1     	FALSE	-0.28 	0.94  	FALSE	0.026 	1     	FALSE
Glyma.15G081200.Wm82.a4.v1	-0.15 	1     	FALSE	-0.21 	0.98  	FALSE	-0.067	1     	FALSE
Glyma.15G081400.Wm82.a4.v1	0.28  	1     	FALSE	0.16  	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G081500.Wm82.a4.v1	0.33  	1     	FALSE	0.3   	0.95  	FALSE	-0.032	1     	FALSE
Glyma.15G081600.Wm82.a4.v1	-0.14 	1     	FALSE	-0.012	1     	FALSE	0.13  	0.99  	FALSE
Glyma.15G081800.Wm82.a4.v1	-0.011	NA    	NA	-0.013	NA    	NA	-0.0023	NA    	NA
Glyma.15G082000.Wm82.a4.v1	-0.2  	1     	FALSE	-0.22 	0.97  	FALSE	-0.021	1     	FALSE
Glyma.15G082100.Wm82.a4.v1	0.049 	1     	FALSE	-0.23 	0.97  	FALSE	-0.28 	0.99  	FALSE
Glyma.15G082200.Wm82.a4.v1	0     	NA    	NA	-0.023	NA    	NA	-0.021	NA    	NA
Glyma.15G082300.Wm82.a4.v1	0.042 	NA    	NA	0.039 	NA    	NA	-0.0026	NA    	NA
Glyma.15G082400.Wm82.a4.v1	0.37  	0.89  	FALSE	0.037 	0.99  	FALSE	-0.33 	0.99  	FALSE
Glyma.15G082600.Wm82.a4.v1	-0.2  	1     	FALSE	-0.13 	NA    	NA	0.076 	0.99  	FALSE
Glyma.15G082700.Wm82.a4.v1	0.06  	1     	FALSE	-0.056	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G082800.Wm82.a4.v1	0.15  	1     	FALSE	-0.14 	0.99  	FALSE	-0.29 	0.99  	FALSE
Glyma.15G082900.Wm82.a4.v1	0.17  	1     	FALSE	-0.039	0.99  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G083000.Wm82.a4.v1	-0.04 	NA    	NA	-0.037	NA    	NA	0.003 	NA    	NA
Glyma.15G083100.Wm82.a4.v1	0.069 	1     	FALSE	-0.043	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.15G083300.Wm82.a4.v1	-0.0034	1     	FALSE	-0.0082	1     	FALSE	-0.0048	1     	FALSE
Glyma.15G083500.Wm82.a4.v1	-0.098	1     	FALSE	-0.11 	0.99  	FALSE	-0.013	1     	FALSE
Glyma.15G083600.Wm82.a4.v1	0.052 	NA    	NA	0.085 	NA    	NA	0.033 	NA    	NA
Glyma.15G083700.Wm82.a4.v1	-0.037	1     	FALSE	-0.088	0.99  	FALSE	-0.05 	1     	FALSE
Glyma.15G084100.Wm82.a4.v1	-0.019	1     	FALSE	-0.11 	0.99  	FALSE	-0.086	1     	FALSE
Glyma.15G084200.Wm82.a4.v1	-0.054	1     	FALSE	0.1   	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.15G084300.Wm82.a4.v1	-0.046	1     	FALSE	-0.15 	0.98  	FALSE	-0.1  	0.99  	FALSE
Glyma.15G084400.Wm82.a4.v1	-0.011	1     	FALSE	-0.14 	0.98  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G084466.Wm82.a4.v1	0.052 	NA    	NA	0.017 	NA    	NA	-0.035	NA    	NA
Glyma.15G084600.Wm82.a4.v1	-0.17 	1     	FALSE	-0.1  	0.99  	FALSE	0.066 	0.99  	FALSE
Glyma.15G084700.Wm82.a4.v1	0.053 	1     	FALSE	-0.1  	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.15G084800.Wm82.a4.v1	0.17  	1     	FALSE	-0.0029	1     	FALSE	-0.18 	0.99  	FALSE
Glyma.15G084850.Wm82.a4.v1	-0.023	NA    	NA	-0.028	NA    	NA	-0.0044	NA    	NA
Glyma.15G084900.Wm82.a4.v1	-0.4  	0.89  	FALSE	-0.22 	0.97  	FALSE	0.18  	0.99  	FALSE
Glyma.15G085000.Wm82.a4.v1	-0.045	1     	FALSE	-0.26 	0.96  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G085200.Wm82.a4.v1	0.011 	1     	FALSE	0.18  	0.97  	FALSE	0.17  	0.99  	FALSE
Glyma.15G085300.Wm82.a4.v1	-0.022	1     	FALSE	0.024 	NA    	NA	0.046 	1     	FALSE
Glyma.15G085400.Wm82.a4.v1	-0.028	1     	FALSE	-0.08 	0.99  	FALSE	-0.052	1     	FALSE
Glyma.15G085451.Wm82.a4.v1	0.047 	1     	FALSE	0.015 	1     	FALSE	-0.032	1     	FALSE
Glyma.15G085500.Wm82.a4.v1	-0.085	1     	FALSE	-0.29 	0.92  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G085800.Wm82.a4.v1	-0.1  	NA    	NA	-0.0072	NA    	NA	0.095 	NA    	NA
Glyma.15G085900.Wm82.a4.v1	-0.009	1     	FALSE	0.055 	0.99  	FALSE	0.064 	1     	FALSE
Glyma.15G086200.Wm82.a4.v1	0.14  	1     	FALSE	0.022 	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G086400.Wm82.a4.v1	0.096 	1     	FALSE	0.051 	0.99  	FALSE	-0.045	1     	FALSE
Glyma.15G086500.Wm82.a4.v1	0.016 	1     	FALSE	-0.1  	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G086800.Wm82.a4.v1	-0.048	NA    	NA	0.0069	NA    	NA	0.054 	NA    	NA
Glyma.15G086900.Wm82.a4.v1	-0.17 	1     	FALSE	-0.046	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.15G087000.Wm82.a4.v1	0.22  	1     	FALSE	0.031 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.15G087100.Wm82.a4.v1	0.19  	1     	FALSE	-0.25 	0.97  	FALSE	-0.44 	0.99  	FALSE
Glyma.15G087200.Wm82.a4.v1	0.44  	0.67  	FALSE	0.15  	0.98  	FALSE	-0.29 	0.99  	FALSE
Glyma.15G087300.Wm82.a4.v1	0.12  	1     	FALSE	0.091 	0.99  	FALSE	-0.033	1     	FALSE
Glyma.15G087400.Wm82.a4.v1	-0.14 	1     	FALSE	-0.043	0.99  	FALSE	0.092 	0.99  	FALSE
Glyma.15G087500.Wm82.a4.v1	0.093 	1     	FALSE	0.11  	NA    	NA	0.012 	1     	FALSE
Glyma.15G087700.Wm82.a4.v1	-0.0048	1     	FALSE	-0.15 	0.98  	FALSE	-0.15 	0.99  	FALSE
Glyma.15G087900.Wm82.a4.v1	0.02  	1     	FALSE	0.085 	NA    	NA	0.065 	0.99  	FALSE
Glyma.15G088000.Wm82.a4.v1	-0.094	1     	FALSE	-0.17 	0.98  	FALSE	-0.074	1     	FALSE
Glyma.15G088100.Wm82.a4.v1	-0.0095	1     	FALSE	0.049 	0.99  	FALSE	0.058 	0.99  	FALSE
Glyma.15G088500.Wm82.a4.v1	0.008 	1     	FALSE	0.024 	0.99  	FALSE	0.016 	1     	FALSE
Glyma.15G088900.Wm82.a4.v1	-0.011	NA    	NA	-0.013	NA    	NA	-0.0023	NA    	NA
Glyma.15G089000.Wm82.a4.v1	-0.043	NA    	NA	-0.055	NA    	NA	-0.012	NA    	NA
Glyma.15G089100.Wm82.a4.v1	-0.97 	0.00078	TRUE	-0.74 	0.019 	TRUE	0.23  	0.99  	FALSE
Glyma.15G089401.Wm82.a4.v1	0.0097	NA    	NA	0.019 	NA    	NA	0.0093	NA    	NA
Glyma.15G089500.Wm82.a4.v1	-0.12 	1     	FALSE	-0.1  	0.99  	FALSE	0.012 	1     	FALSE
Glyma.15G089600.Wm82.a4.v1	0.26  	1     	FALSE	0.17  	0.98  	FALSE	-0.09 	0.99  	FALSE
Glyma.15G089700.Wm82.a4.v1	-0.12 	1     	FALSE	-0.25 	0.89  	FALSE	-0.13 	0.99  	FALSE
Glyma.15G089800.Wm82.a4.v1	0.12  	1     	FALSE	-0.14 	0.98  	FALSE	-0.26 	0.99  	FALSE
Glyma.15G089900.Wm82.a4.v1	-0.16 	1     	FALSE	-0.25 	0.97  	FALSE	-0.09 	0.99  	FALSE
Glyma.15G090000.Wm82.a4.v1	0.0056	1     	FALSE	0.033 	0.99  	FALSE	0.028 	1     	FALSE
Glyma.15G090200.Wm82.a4.v1	-0.025	NA    	NA	0.03  	NA    	NA	0.055 	NA    	NA
Glyma.15G090300.Wm82.a4.v1	0.075 	1     	FALSE	0.26  	0.91  	FALSE	0.19  	0.99  	FALSE
Glyma.15G090400.Wm82.a4.v1	-0.0082	1     	FALSE	-0.18 	0.98  	FALSE	-0.17 	0.99  	FALSE
Glyma.15G090500.Wm82.a4.v1	0.17  	1     	FALSE	0.047 	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G090700.Wm82.a4.v1	-0.14 	1     	FALSE	0.12  	0.99  	FALSE	0.26  	0.99  	FALSE
Glyma.15G090800.Wm82.a4.v1	0.13  	1     	FALSE	-0.089	0.99  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G091000.Wm82.a4.v1	-0.23 	1     	FALSE	0.099 	0.99  	FALSE	0.33  	0.99  	FALSE
Glyma.15G091200.Wm82.a4.v1	0.0081	NA    	NA	-0.0038	NA    	NA	-0.012	NA    	NA
Glyma.15G091400.Wm82.a4.v1	0.071 	1     	FALSE	-0.14 	0.98  	FALSE	-0.21 	0.99  	FALSE
Glyma.15G091500.Wm82.a4.v1	-0.094	1     	FALSE	0.067 	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.15G091600.Wm82.a4.v1	-0.16 	1     	FALSE	-0.11 	0.99  	FALSE	0.054 	1     	FALSE
Glyma.15G091700.Wm82.a4.v1	0.12  	1     	FALSE	-0.011	1     	FALSE	-0.13 	0.99  	FALSE
Glyma.15G091800.Wm82.a4.v1	-0.089	1     	FALSE	-0.25 	0.95  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G091900.Wm82.a4.v1	0.18  	1     	FALSE	0.06  	0.99  	FALSE	-0.12 	0.99  	FALSE
Glyma.15G091951.Wm82.a4.v1	-0.27 	1     	FALSE	-0.2  	0.98  	FALSE	0.067 	1     	FALSE
Glyma.15G092000.Wm82.a4.v1	0.0021	1     	FALSE	0.092 	0.99  	FALSE	0.089 	0.99  	FALSE
Glyma.15G092100.Wm82.a4.v1	0.06  	1     	FALSE	0.2   	0.97  	FALSE	0.14  	0.99  	FALSE
Glyma.15G092200.Wm82.a4.v1	-0.092	1     	FALSE	-0.24 	0.9   	FALSE	-0.15 	0.99  	FALSE
Glyma.15G092400.Wm82.a4.v1	-0.072	1     	FALSE	0.062 	0.99  	FALSE	0.13  	0.99  	FALSE
Glyma.15G092500.Wm82.a4.v1	0.15  	1     	FALSE	0.32  	0.78  	FALSE	0.18  	0.99  	FALSE
Glyma.15G092600.Wm82.a4.v1	0.11  	1     	FALSE	-0.053	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.15G092700.Wm82.a4.v1	-0.083	1     	FALSE	-0.16 	0.97  	FALSE	-0.079	0.99  	FALSE
Glyma.15G092800.Wm82.a4.v1	0.061 	1     	FALSE	0.0049	NA    	NA	-0.056	0.99  	FALSE
Glyma.15G092900.Wm82.a4.v1	-0.078	1     	FALSE	-0.3  	0.93  	FALSE	-0.22 	0.99  	FALSE
Glyma.15G093100.Wm82.a4.v1	0.027 	1     	FALSE	0.0016	1     	FALSE	-0.025	1     	FALSE
Glyma.15G093200.Wm82.a4.v1	-0.11 	1     	FALSE	0.0047	1     	FALSE	0.11  	0.99  	FALSE
Glyma.15G093300.Wm82.a4.v1	0.0033	1     	FALSE	0.044 	0.99  	FALSE	0.041 	1     	FALSE
