Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.18G281100.Wm82.a4.v1	24.36	29.74	29.82	36.68	29.55	17.65	31.52	28.26	42.15
Glyma.18G281200.Wm82.a4.v1	146.25	149.03	184.55	172.03	162.14	64.62	126.33	174.02	252.87
Glyma.18G281300.Wm82.a4.v1	11.75	11.59	11.68	12.01	10.96	6.88	9.74	10.32	13.15
Glyma.18G281400.Wm82.a4.v1	89.17	91.39	63.66	85.58	99.94	51.01	145.33	110.29	67.14
Glyma.18G281451.Wm82.a4.v1	1.12	1.31	0.84	1.07	0.83	0.68	1.52	0.80	0.34
Glyma.18G281500.Wm82.a4.v1	5.77	7.30	4.36	7.73	7.52	4.74	9.56	5.76	6.34
Glyma.18G281600.Wm82.a4.v1	2.44	2.15	2.45	2.82	3.26	1.30	2.64	2.47	2.05
Glyma.18G281700.Wm82.a4.v1	8.72	7.83	6.26	8.38	9.53	4.55	9.72	4.89	6.38
Glyma.18G281800.Wm82.a4.v1	2.67	2.25	2.68	1.80	2.26	0.63	2.10	2.20	2.52
Glyma.18G282000.Wm82.a4.v1	4.61	5.23	4.55	4.76	5.07	2.13	5.20	4.51	4.18
Glyma.18G282100.Wm82.a4.v1	2.48	3.11	2.64	2.68	3.22	1.11	2.73	3.04	3.35
Glyma.18G282200.Wm82.a4.v1	5.36	5.45	3.06	4.83	4.33	1.91	5.51	3.69	6.61
Glyma.18G282300.Wm82.a4.v1	9.38	8.99	8.62	9.55	10.73	4.97	10.72	7.22	5.44
Glyma.18G282400.Wm82.a4.v1	15.05	15.69	25.74	15.64	12.72	11.70	18.48	16.35	19.23
Glyma.18G282500.Wm82.a4.v1	1.96	2.00	1.84	1.84	2.06	1.41	2.48	1.98	0.63
Glyma.18G282600.Wm82.a4.v1	141.08	134.69	138.17	217.79	194.80	61.54	179.10	144.14	106.87
Glyma.18G282700.Wm82.a4.v1	5.07	5.10	4.44	5.90	5.47	2.59	5.59	4.35	4.40
Glyma.18G282800.Wm82.a4.v1	9.79	10.83	8.16	10.63	11.81	4.52	10.54	8.87	6.84
Glyma.18G282900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G283100.Wm82.a4.v1	6.35	5.74	5.39	7.48	6.28	3.68	7.85	4.34	3.68
Glyma.18G283166.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G283232.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G283300.Wm82.a4.v1	5.59	4.63	5.26	6.20	5.95	3.76	5.95	5.27	3.61
Glyma.18G283400.Wm82.a4.v1	165.77	177.76	187.31	197.72	209.33	84.70	175.52	206.14	101.84
Glyma.18G283500.Wm82.a4.v1	9.46	6.66	7.72	10.06	11.55	2.18	8.67	6.59	11.42
Glyma.18G283600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G283700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G283800.Wm82.a4.v1	10.90	9.74	9.73	9.35	9.76	4.23	8.61	9.24	7.67
Glyma.18G283900.Wm82.a4.v1	2.61	3.02	1.95	3.57	2.71	1.19	3.62	2.68	2.13
Glyma.18G284000.Wm82.a4.v1	31.06	28.68	25.97	27.46	29.15	13.27	29.64	23.31	22.35
Glyma.18G284100.Wm82.a4.v1	35.12	36.92	30.67	34.47	34.34	14.06	27.26	34.38	34.07
Glyma.18G284200.Wm82.a4.v1	43.48	46.60	43.32	42.76	43.47	23.54	43.47	44.47	39.07
Glyma.18G284300.Wm82.a4.v1	25.77	27.35	24.86	29.20	27.81	21.39	32.51	21.91	21.03
Glyma.18G284400.Wm82.a4.v1	3.15	3.18	2.82	2.85	4.52	0.77	1.85	2.85	3.42
Glyma.18G284500.Wm82.a4.v1	15.80	16.08	15.21	15.13	15.28	4.48	13.02	18.24	14.92
Glyma.18G284550.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G284600.Wm82.a4.v1	136.70	137.90	117.99	171.10	146.14	60.25	138.17	102.87	94.83
Glyma.18G284700.Wm82.a4.v1	2.04	2.37	2.57	3.40	2.60	0.84	2.78	2.89	2.24
Glyma.18G284800.Wm82.a4.v1	1.07	1.86	1.26	1.24	1.25	0.68	1.51	1.21	1.42
Glyma.18G284851.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G284900.Wm82.a4.v1	0.28	0.40	0.19	0.14	0.30	0.24	0.13	0.12	0.00
Glyma.18G285000.Wm82.a4.v1	6.38	6.36	5.17	7.20	7.31	2.72	6.37	6.03	6.08
Glyma.18G285100.Wm82.a4.v1	1.14	0.30	0.41	0.00	0.22	0.33	0.47	0.43	1.00
Glyma.18G285200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G285300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G285400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G285500.Wm82.a4.v1	31.50	31.58	37.35	30.05	29.91	13.84	30.91	37.47	46.53
Glyma.18G285600.Wm82.a4.v1	7.34	8.80	6.77	8.12	7.47	3.53	7.58	7.30	5.53
Glyma.18G285700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G285800.Wm82.a4.v1	1915.11	1936.53	2014.53	1257.34	1599.51	642.59	1153.58	1206.13	2249.51
Glyma.18G285900.Wm82.a4.v1	1.57	1.59	1.73	1.84	1.90	0.63	2.09	2.00	2.27
Glyma.18G286000.Wm82.a4.v1	13.93	13.20	13.88	13.63	15.57	6.65	13.97	14.51	10.09
Glyma.18G286100.Wm82.a4.v1	10.02	10.83	8.44	13.46	12.32	5.15	14.07	11.43	7.92
Glyma.18G286200.Wm82.a4.v1	15.09	13.19	12.84	12.96	14.45	6.87	12.30	13.07	10.07
Glyma.18G286300.Wm82.a4.v1	7.64	7.90	6.99	8.71	8.43	4.09	8.89	6.73	4.25
Glyma.18G286400.Wm82.a4.v1	51.31	50.50	53.58	54.22	54.78	18.65	42.77	46.31	72.60
Glyma.18G286451.Wm82.a4.v1	37.02	47.57	29.34	11.40	17.11	11.82	21.73	27.06	38.80
Glyma.18G286500.Wm82.a4.v1	0.04	0.11	0.21	0.05	0.00	0.00	0.00	0.04	0.00
Glyma.18G286550.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G286600.Wm82.a4.v1	4.87	4.73	4.08	5.84	5.39	2.59	5.69	4.39	3.31
Glyma.18G286700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00
Glyma.18G286800.Wm82.a4.v1	0.79	0.52	0.48	1.27	0.76	0.46	0.98	0.00	0.58
Glyma.18G286900.Wm82.a4.v1	67.42	59.26	56.37	62.71	60.18	33.27	70.92	53.73	63.43
Glyma.18G287000.Wm82.a4.v1	2.13	2.44	2.60	1.43	2.23	2.10	4.51	1.62	1.47
Glyma.18G287100.Wm82.a4.v1	4.25	4.18	4.77	4.66	4.75	2.75	4.81	3.76	3.42
Glyma.18G287200.Wm82.a4.v1	83.73	79.63	69.74	77.63	73.74	50.78	84.49	48.48	70.02
Glyma.18G287300.Wm82.a4.v1	6.89	8.80	8.84	8.65	9.20	4.91	10.01	7.45	8.47
Glyma.18G287400.Wm82.a4.v1	54.48	54.75	52.71	50.02	55.49	21.47	43.24	43.12	33.61
Glyma.18G287500.Wm82.a4.v1	1.19	1.44	0.95	1.31	1.23	0.70	0.92	0.68	0.93
Glyma.18G287600.Wm82.a4.v1	65.91	69.68	63.78	81.95	71.52	44.31	89.54	63.34	58.24
Glyma.18G287700.Wm82.a4.v1	0.88	0.00	0.00	1.11	0.00	0.00	0.00	0.00	0.00
Glyma.18G287800.Wm82.a4.v1	30.06	29.43	32.17	23.23	23.06	13.79	32.53	22.24	39.93
Glyma.18G287900.Wm82.a4.v1	59.85	59.88	58.91	61.49	58.86	24.46	59.62	43.61	63.39
Glyma.18G288000.Wm82.a4.v1	25.12	23.65	23.68	21.60	21.76	11.79	24.84	20.07	23.41
Glyma.18G288100.Wm82.a4.v1	0.14	0.28	0.22	0.18	0.61	0.10	0.38	0.35	0.54
Glyma.18G288200.Wm82.a4.v1	0.71	0.15	0.68	0.26	0.76	0.22	0.35	0.32	0.66
Glyma.18G288300.Wm82.a4.v1	10.06	10.15	6.41	9.42	10.71	4.13	10.97	6.26	7.29
Glyma.18G288400.Wm82.a4.v1	4.42	3.66	3.30	4.81	4.92	1.67	3.64	3.81	2.55
Glyma.18G288450.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G288500.Wm82.a4.v1	1.01	1.24	0.84	1.31	1.18	0.44	1.24	0.88	0.72
Glyma.18G288600.Wm82.a4.v1	4.09	4.16	3.72	3.66	3.74	1.92	4.22	2.90	2.70
Glyma.18G288700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00
Glyma.18G288800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G288900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G289000.Wm82.a4.v1	82.74	73.78	88.31	88.15	76.14	41.17	81.97	75.01	77.83
Glyma.18G289100.Wm82.a4.v1	37.06	38.21	40.37	33.57	32.97	13.84	26.48	24.68	38.08
Glyma.18G289200.Wm82.a4.v1	9.61	12.04	8.69	14.81	11.97	4.04	10.22	12.43	10.67
Glyma.18G289300.Wm82.a4.v1	2.99	3.41	2.78	3.03	3.55	1.52	3.40	3.37	2.25
Glyma.18G289500.Wm82.a4.v1	5.71	5.31	6.26	7.18	5.70	2.42	4.60	6.33	6.68
Glyma.18G289600.Wm82.a4.v1	2.63	2.00	2.52	2.00	1.48	0.93	1.04	1.49	1.70
Glyma.18G289700.Wm82.a4.v1	2.86	2.69	2.32	3.31	2.59	1.40	3.49	2.98	2.31
Glyma.18G289800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G289900.Wm82.a4.v1	45.23	42.82	30.64	30.40	45.91	16.20	35.69	29.91	32.88
Glyma.18G290000.Wm82.a4.v1	15.66	12.89	13.72	15.01	20.08	5.53	15.85	10.47	20.96
Glyma.18G290100.Wm82.a4.v1	30.71	37.66	28.67	36.18	47.34	11.42	34.49	32.38	32.10
Glyma.18G290200.Wm82.a4.v1	2.25	2.35	1.85	3.09	4.30	1.29	3.04	1.72	1.66
Glyma.18G290300.Wm82.a4.v1	0.84	1.93	1.00	0.00	0.54	0.54	0.38	2.96	2.16
Glyma.18G290400.Wm82.a4.v1	0.15	0.43	0.10	0.00	0.00	0.00	0.17	0.16	0.49
Glyma.18G290500.Wm82.a4.v1	0.15	0.11	0.00	0.00	0.08	0.00	0.17	0.08	0.00
Glyma.18G290600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
Glyma.18G290700.Wm82.a4.v1	3.50	3.29	2.61	5.57	4.35	2.10	2.98	4.15	4.34
Glyma.18G290800.Wm82.a4.v1	139.01	142.39	139.59	161.98	156.24	70.19	146.75	144.20	163.28
Glyma.18G290900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G290901.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G291000.Wm82.a4.v1	24.56	24.42	20.91	37.63	34.38	13.94	35.57	18.11	27.81
Glyma.18G291100.Wm82.a4.v1	14.54	15.40	12.72	15.89	17.46	7.42	14.57	14.33	13.09
Glyma.18G291200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G291300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G291400.Wm82.a4.v1	21.84	25.27	25.04	29.08	26.00	12.52	32.99	27.20	25.23
Glyma.18G291451.Wm82.a4.v1	8.92	5.93	5.03	6.08	7.33	2.95	10.19	5.00	8.87
Glyma.18G291500.Wm82.a4.v1	55.36	53.28	63.85	49.21	51.19	21.40	41.21	53.65	53.21
Glyma.18G291600.Wm82.a4.v1	15.93	14.77	13.27	17.29	16.93	10.46	18.11	17.73	11.54
Glyma.18G291700.Wm82.a4.v1	0.92	0.59	1.15	0.26	0.22	0.44	1.05	1.17	0.66
Glyma.18G291800.Wm82.a4.v1	3.91	3.71	3.10	3.13	4.15	1.67	4.08	3.33	2.54
Glyma.18G291900.Wm82.a4.v1	18.87	18.95	16.52	17.87	19.73	9.19	18.91	19.00	17.08
Glyma.18G292100.Wm82.a4.v1	2.65	2.39	1.32	2.73	2.12	1.60	0.95	7.41	0.00
Glyma.18G292200.Wm82.a4.v1	0.00	0.09	0.04	0.15	0.13	0.00	0.00	0.06	0.10
Glyma.18G292300.Wm82.a4.v1	130.84	139.43	128.79	140.69	143.52	62.39	148.64	139.55	167.15
Glyma.18G292400.Wm82.a4.v1	90.28	86.84	84.03	98.20	94.45	47.05	87.12	111.07	119.23
Glyma.18G292500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G292600.Wm82.a4.v1	11.14	12.53	6.97	14.41	12.54	5.55	11.99	9.21	6.36
Glyma.18G292800.Wm82.a4.v1	13.10	13.76	12.60	14.80	14.75	6.24	14.15	14.03	16.02
Glyma.18G292900.Wm82.a4.v1	2.02	2.21	1.38	2.29	2.02	1.09	2.13	1.73	0.99
Glyma.18G293000.Wm82.a4.v1	5.90	6.45	7.06	7.24	6.83	2.63	7.51	6.06	6.31
Glyma.18G293100.Wm82.a4.v1	7.14	6.68	5.73	10.43	10.92	5.33	9.42	11.17	1.62
Glyma.18G293200.Wm82.a4.v1	3.65	4.48	3.05	1.73	4.30	1.58	3.00	2.95	3.53
Glyma.18G293300.Wm82.a4.v1	0.17	0.10	0.16	0.46	0.50	0.11	0.72	0.07	0.16
Glyma.18G293400.Wm82.a4.v1	0.67	0.00	0.44	0.84	0.00	0.72	2.29	0.00	3.23
Glyma.18G293500.Wm82.a4.v1	0.57	0.00	0.00	0.72	0.00	0.00	0.22	0.20	0.92
Glyma.18G293600.Wm82.a4.v1	70.40	91.97	110.63	70.27	87.89	37.14	66.91	56.17	114.96
Glyma.18G293700.Wm82.a4.v1	2.73	3.00	1.71	1.62	1.54	0.86	1.28	2.50	3.11
Glyma.18G293800.Wm82.a4.v1	5.17	4.36	4.67	6.84	4.72	2.63	6.91	5.06	3.68
Glyma.18G293900.Wm82.a4.v1	0.08	0.00	0.05	0.00	0.00	0.16	0.17	0.00	0.00
Glyma.18G294100.Wm82.a4.v1	2.40	2.66	2.63	2.82	2.89	0.83	2.70	2.45	1.46
Glyma.18G294200.Wm82.a4.v1	302.32	319.85	257.87	217.56	239.56	126.69	215.13	236.82	281.81
Glyma.18G294300.Wm82.a4.v1	22.22	25.09	23.30	29.16	33.15	14.00	39.09	11.57	22.17
Glyma.18G294400.Wm82.a4.v1	0.76	0.57	0.38	0.68	0.94	0.31	1.22	0.48	0.50
Glyma.18G294600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G294800.Wm82.a4.v1	1.85	1.96	1.46	1.66	1.67	0.77	2.05	1.32	1.10
Glyma.18G294900.Wm82.a4.v1	1.28	3.00	4.16	3.45	2.91	0.34	3.30	1.50	5.96
Glyma.18G295000.Wm82.a4.v1	1.20	1.18	1.00	1.09	1.15	0.41	1.09	0.99	0.66
Glyma.18G295100.Wm82.a4.v1	0.00	0.10	0.00	0.27	0.00	0.00	0.00	0.00	0.00
Glyma.18G295200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
Glyma.18G295300.Wm82.a4.v1	5.48	6.30	4.79	5.50	6.15	2.92	6.29	4.42	3.07
Glyma.18G295400.Wm82.a4.v1	8.18	9.56	8.79	11.48	9.06	3.56	8.26	7.67	8.46
Glyma.18G295500.Wm82.a4.v1	79.95	70.27	63.72	77.28	63.34	26.90	57.23	75.78	88.73
Glyma.18G295600.Wm82.a4.v1	8.77	9.80	8.21	8.30	8.63	4.39	8.28	8.51	9.63
Glyma.18G295700.Wm82.a4.v1	16.11	10.29	17.72	14.62	13.48	5.06	11.81	11.38	25.05
Glyma.18G295800.Wm82.a4.v1	8.24	7.85	8.21	6.15	7.70	3.80	10.68	6.77	7.30
Glyma.18G295900.Wm82.a4.v1	1.23	0.97	0.60	0.85	1.07	0.48	0.38	0.35	2.17
Glyma.18G296100.Wm82.a4.v1	6.56	4.86	5.33	4.27	5.74	2.56	5.62	6.90	4.59
Glyma.18G296200.Wm82.a4.v1	4.52	5.31	3.94	5.01	5.98	2.24	4.88	4.73	4.66
Glyma.18G296300.Wm82.a4.v1	1.97	2.09	2.12	2.32	2.18	0.96	2.53	1.01	2.46
Glyma.18G296400.Wm82.a4.v1	1.99	2.53	1.09	1.98	1.13	0.80	1.38	1.75	1.77
Glyma.18G296500.Wm82.a4.v1	15.06	13.16	15.57	16.43	16.02	7.04	12.74	14.61	26.67
Glyma.18G296600.Wm82.a4.v1	9.93	9.64	6.33	9.68	8.69	3.18	8.70	8.83	8.93
Glyma.18G296700.Wm82.a4.v1	45.53	46.84	42.75	52.17	48.96	20.25	50.72	48.79	52.41
Glyma.18G296800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G296900.Wm82.a4.v1	0.24	0.34	0.16	0.00	0.00	0.00	0.14	0.12	0.00
Glyma.18G297100.Wm82.a4.v1	91.87	83.83	92.95	53.60	72.40	18.63	47.15	80.12	138.61
Glyma.18G297200.Wm82.a4.v1	15.83	16.12	12.52	11.83	11.85	5.99	14.51	8.38	13.58
Glyma.18G297251.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G297300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G297400.Wm82.a4.v1	12.48	12.42	10.35	8.80	11.50	4.84	10.44	10.41	12.64
Glyma.18G297500.Wm82.a4.v1	0.21	0.30	0.55	0.61	0.59	0.07	1.18	0.21	0.89
Glyma.18G297600.Wm82.a4.v1	271.45	244.67	349.70	229.95	301.95	142.08	244.22	312.79	615.13
Glyma.18G297700.Wm82.a4.v1	23.32	20.97	24.59	23.35	21.27	12.50	19.47	23.19	31.38
Glyma.18G297800.Wm82.a4.v1	5.78	5.80	4.83	7.57	5.80	2.36	8.51	4.05	4.85
Glyma.18G297900.Wm82.a4.v1	1.47	1.47	1.31	1.65	1.63	0.69	1.68	1.44	1.11
Glyma.18G298000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.13
Glyma.18G298100.Wm82.a4.v1	38.02	38.48	35.53	38.77	36.15	15.44	35.00	36.34	43.39
Glyma.18G298200.Wm82.a4.v1	31.47	31.69	25.47	25.62	28.66	12.20	23.94	20.85	31.87
Glyma.18G298300.Wm82.a4.v1	175.86	177.46	186.72	223.26	197.29	97.64	204.84	184.29	191.51
Glyma.18G298401.Wm82.a4.v1	0.28	0.00	0.47	0.00	0.90	0.00	0.00	0.15	0.46
Glyma.18G298500.Wm82.a4.v1	19.98	21.50	13.32	16.95	21.75	6.08	14.72	16.90	13.82
Glyma.18G298600.Wm82.a4.v1	7.24	9.20	6.43	7.77	4.67	4.92	8.62	7.38	9.83
Glyma.18G298700.Wm82.a4.v1	11.64	12.03	8.85	12.50	11.28	4.91	10.97	13.16	7.78
Glyma.18G298800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G298850.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G298900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G299000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G299100.Wm82.a4.v1	232.62	228.94	236.07	218.45	211.85	110.70	183.25	185.51	184.89
Glyma.18G299200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.03	0.00	0.04	0.00	0.00
Glyma.18G299300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G299400.Wm82.a4.v1	8.61	8.65	3.95	10.15	10.83	3.43	7.89	9.68	8.13
Glyma.18G299500.Wm82.a4.v1	19.69	18.97	17.08	18.75	20.02	7.95	19.77	15.59	9.10
Glyma.18G299600.Wm82.a4.v1	0.73	0.47	0.79	0.67	0.56	0.18	0.64	0.72	0.64
Glyma.18G299700.Wm82.a4.v1	222.72	217.49	211.55	231.15	171.25	97.90	217.33	175.82	126.32
Glyma.18G299800.Wm82.a4.v1	2.93	2.58	2.04	1.27	3.27	1.02	2.20	1.72	2.15
Glyma.18G299900.Wm82.a4.v1	0.28	0.00	0.07	0.04	0.06	0.09	0.03	0.03	0.04
Glyma.18G300000.Wm82.a4.v1	121.08	146.17	133.87	161.82	138.77	68.31	132.97	142.14	128.96
Glyma.18G300100.Wm82.a4.v1	30.03	30.66	30.39	31.54	30.65	15.28	34.36	28.69	20.93
Glyma.18G300200.Wm82.a4.v1	2.25	2.42	1.92	2.30	2.57	1.07	2.32	2.29	1.39
Glyma.18G300300.Wm82.a4.v1	0.34	0.45	0.27	0.55	0.66	0.12	0.76	0.16	0.37
Glyma.18G300400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G300450.Wm82.a4.v1	0.89	1.55	0.48	4.30	0.96	2.30	3.27	0.56	1.16
Glyma.18G300500.Wm82.a4.v1	30.73	31.43	29.03	28.34	27.50	19.76	37.07	29.52	20.62
Glyma.18G300600.Wm82.a4.v1	55.76	52.54	63.93	65.09	59.59	29.39	55.38	52.38	45.22
Glyma.18G300700.Wm82.a4.v1	8.48	8.40	6.50	9.20	8.52	5.40	9.91	7.44	6.47
Glyma.18G300800.Wm82.a4.v1	0.10	0.00	0.06	0.24	0.21	0.00	0.22	0.40	0.00
Glyma.18G300900.Wm82.a4.v1	164.49	170.57	157.87	137.70	156.48	87.59	127.04	171.93	107.88
Glyma.18G301000.Wm82.a4.v1	0.18	0.50	0.23	0.22	0.19	0.00	0.00	0.36	0.00
Glyma.18G301100.Wm82.a4.v1	22.41	18.75	16.68	34.60	19.01	3.64	19.27	8.57	23.27
Glyma.18G301200.Wm82.a4.v1	0.05	0.00	0.03	0.06	0.00	0.00	0.00	0.05	0.23
Glyma.18G301300.Wm82.a4.v1	4.18	1.00	0.46	1.76	2.23	2.24	0.00	0.72	1.12
Glyma.18G301400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G301500.Wm82.a4.v1	36.22	36.59	34.90	32.87	33.22	24.18	40.28	34.51	31.10
Glyma.18G301600.Wm82.a4.v1	25.41	25.89	22.73	24.62	26.76	12.87	28.91	19.10	13.02
Glyma.18G301700.Wm82.a4.v1	24.60	24.37	30.45	18.46	17.14	12.95	25.56	26.09	23.40
Glyma.18G301900.Wm82.a4.v1	15.61	18.03	16.09	15.51	18.52	10.41	15.56	16.62	22.51
Glyma.18G301950.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.18G302000.Wm82.a4.v1	10.03	10.68	11.67	9.96	12.45	5.05	10.81	10.37	10.30
Glyma.18G302100.Wm82.a4.v1	7.25	7.05	5.07	7.63	6.35	3.61	6.44	7.13	7.20
Glyma.18G302200.Wm82.a4.v1	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G000100.Wm82.a4.v1	2.48	2.68	1.80	2.54	2.57	0.90	2.50	2.35	1.36
Glyma.19G000200.Wm82.a4.v1	67.86	61.22	63.75	65.16	58.73	46.45	89.40	69.71	42.36
Glyma.19G000300.Wm82.a4.v1	12.95	13.13	11.52	13.85	13.87	6.13	14.78	11.61	9.31
Glyma.19G000400.Wm82.a4.v1	4.22	4.25	3.22	4.64	4.76	1.66	4.45	3.24	2.74
Glyma.19G000500.Wm82.a4.v1	3.52	3.79	3.43	4.38	5.22	2.67	5.85	4.13	3.65
Glyma.19G000600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G000700.Wm82.a4.v1	71.09	72.79	72.06	75.11	68.62	32.81	60.39	79.47	67.39
Glyma.19G000800.Wm82.a4.v1	48.38	55.47	49.38	55.06	51.89	27.78	51.34	52.38	59.72
Glyma.19G000900.Wm82.a4.v1	14.48	16.56	13.95	17.56	17.36	5.26	16.72	16.38	16.30
Glyma.19G001000.Wm82.a4.v1	80.61	89.01	88.77	76.37	81.49	48.23	91.85	117.99	117.37
Glyma.19G001100.Wm82.a4.v1	2.60	2.56	1.37	3.55	2.56	1.03	3.36	1.78	1.99
Glyma.19G001200.Wm82.a4.v1	12.26	10.01	12.04	12.50	12.23	3.73	11.85	13.89	19.20
Glyma.19G001300.Wm82.a4.v1	31.14	30.92	29.97	28.05	30.24	12.79	29.09	28.24	32.14
Glyma.19G001400.Wm82.a4.v1	0.11	0.00	0.07	0.27	0.11	0.00	0.00	0.11	0.17
Glyma.19G001500.Wm82.a4.v1	5.25	5.46	5.44	5.88	5.65	2.65	5.32	4.69	2.47
Glyma.19G001600.Wm82.a4.v1	56.59	56.64	53.10	59.59	62.13	27.77	49.68	49.49	49.32
Glyma.19G001700.Wm82.a4.v1	23.98	22.73	22.99	27.98	23.80	15.71	31.80	21.18	20.22
Glyma.19G001800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G001900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G002000.Wm82.a4.v1	2.00	3.23	1.83	4.26	2.27	2.28	1.57	3.11	2.42
Glyma.19G002100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G002200.Wm82.a4.v1	1.86	1.57	1.18	2.12	1.50	0.73	1.71	1.04	0.88
Glyma.19G002300.Wm82.a4.v1	27.77	31.69	31.15	13.92	11.16	17.43	14.14	21.17	53.75
Glyma.19G002400.Wm82.a4.v1	0.00	0.09	0.13	0.00	0.40	0.00	0.29	0.59	0.00
Glyma.19G002501.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.19G002600.Wm82.a4.v1	3.37	2.88	4.32	2.53	3.47	1.21	2.57	2.34	4.43
Glyma.19G002700.Wm82.a4.v1	0.47	0.67	0.45	0.68	0.57	0.50	1.15	1.32	1.62
Glyma.19G002802.Wm82.a4.v1	0.39	0.42	0.52	0.74	0.78	0.21	1.12	0.31	0.63
Glyma.19G002900.Wm82.a4.v1	1.15	1.32	0.98	0.80	1.26	0.34	0.43	0.66	0.84
Glyma.19G003000.Wm82.a4.v1	3.51	2.82	4.51	4.49	5.10	2.07	4.02	4.85	1.73
