Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.01G023833.Wm82.a4.v1	0.18	0.00	0.12	0.12	0.00	0.00	0.21	0.00	0.15
Glyma.01G023900.Wm82.a4.v1	3.77	3.72	3.73	4.54	4.75	3.49	3.97	3.58	2.16
Glyma.01G024000.Wm82.a4.v1	211.40	186.01	284.70	222.91	208.82	221.61	198.60	267.65	118.97
Glyma.01G024100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
Glyma.01G024200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
Glyma.01G024300.Wm82.a4.v1	0.13	0.00	0.09	0.08	0.00	0.14	0.08	0.34	0.21
Glyma.01G024400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00
Glyma.01G024500.Wm82.a4.v1	0.31	0.91	0.63	0.10	1.01	0.76	0.90	0.57	1.02
Glyma.01G024600.Wm82.a4.v1	22.06	22.59	22.03	21.59	21.98	24.32	21.50	24.05	36.92
Glyma.01G024700.Wm82.a4.v1	11.77	10.81	10.47	10.80	11.71	12.06	11.85	12.02	7.15
Glyma.01G024800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00
Glyma.01G024900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G025000.Wm82.a4.v1	0.06	0.18	0.08	0.00	0.07	0.00	0.00	0.07	0.10
Glyma.01G025100.Wm82.a4.v1	413.51	438.42	482.39	539.04	581.85	380.75	506.66	456.56	451.82
Glyma.01G025200.Wm82.a4.v1	4.53	3.90	3.85	1.19	1.82	6.08	2.64	1.46	1.57
Glyma.01G025300.Wm82.a4.v1	3.28	3.75	2.26	3.86	2.90	4.78	5.38	4.43	2.44
Glyma.01G025400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G025500.Wm82.a4.v1	29.36	28.51	26.37	20.49	28.15	31.10	22.35	24.33	30.06
Glyma.01G025600.Wm82.a4.v1	11.91	11.63	12.84	13.61	11.68	12.32	14.27	12.06	11.53
Glyma.01G025700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G025800.Wm82.a4.v1	29.85	27.94	27.78	37.01	32.50	40.51	60.89	24.64	18.36
Glyma.01G025900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G026000.Wm82.a4.v1	4.33	3.98	3.74	5.15	4.36	4.11	4.98	3.98	2.27
Glyma.01G026100.Wm82.a4.v1	230.07	214.12	358.13	223.72	224.19	250.52	213.81	268.14	312.27
Glyma.01G026200.Wm82.a4.v1	18.55	18.29	19.90	22.70	21.79	14.58	23.44	19.77	19.28
Glyma.01G026400.Wm82.a4.v1	8.17	7.39	7.08	6.12	7.59	9.29	10.71	6.45	4.05
Glyma.01G026500.Wm82.a4.v1	12.43	13.97	15.14	11.96	11.37	15.06	17.39	10.55	15.74
Glyma.01G026600.Wm82.a4.v1	2.98	5.19	2.73	4.40	3.32	3.60	5.39	5.68	2.21
Glyma.01G026700.Wm82.a4.v1	9.44	10.37	9.76	11.95	11.94	11.22	13.26	7.23	6.08
Glyma.01G026800.Wm82.a4.v1	4.38	4.41	4.21	2.96	3.94	2.72	3.73	2.60	2.82
Glyma.01G026900.Wm82.a4.v1	0.34	0.06	0.37	0.27	0.23	0.18	0.19	0.44	0.55
Glyma.01G027000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G027100.Wm82.a4.v1	0.15	0.17	0.08	0.07	0.03	0.13	0.00	0.00	0.05
Glyma.01G027200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G027300.Wm82.a4.v1	19.53	21.27	20.97	26.72	21.98	19.72	23.93	20.03	12.82
Glyma.01G027400.Wm82.a4.v1	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G027433.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G027466.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G027500.Wm82.a4.v1	13.82	14.66	13.45	16.42	18.48	12.66	17.69	13.89	12.54
Glyma.01G027600.Wm82.a4.v1	0.27	0.06	0.08	0.05	0.04	0.08	0.36	0.12	0.06
Glyma.01G027700.Wm82.a4.v1	11.64	8.55	11.95	11.62	10.95	11.06	10.65	13.02	15.43
Glyma.01G027800.Wm82.a4.v1	2.28	2.42	2.98	2.55	2.53	1.29	2.95	2.75	1.55
Glyma.01G027900.Wm82.a4.v1	0.59	0.81	0.49	1.19	1.20	0.90	1.72	0.58	1.13
Glyma.01G027967.Wm82.a4.v1	0.12	0.17	0.08	0.59	0.25	0.13	0.13	0.12	0.00
Glyma.01G028033.Wm82.a4.v1	0.00	0.00	0.00	0.42	0.00	0.00	0.38	0.35	0.00
Glyma.01G028100.Wm82.a4.v1	5.82	4.78	4.60	4.07	5.09	5.26	5.21	4.11	1.70
Glyma.01G028200.Wm82.a4.v1	0.33	0.00	0.17	0.16	0.27	0.13	0.14	0.35	0.07
Glyma.01G028300.Wm82.a4.v1	0.30	0.55	0.30	0.36	0.42	0.42	0.52	0.56	0.38
Glyma.01G028400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G028500.Wm82.a4.v1	18.60	15.11	13.32	11.52	16.07	11.91	16.74	19.56	20.78
Glyma.01G028600.Wm82.a4.v1	1.43	1.01	0.93	0.88	1.36	0.98	1.25	1.01	1.23
Glyma.01G028700.Wm82.a4.v1	10.86	11.86	11.24	12.58	12.30	10.24	12.41	10.36	11.59
Glyma.01G028800.Wm82.a4.v1	6.25	7.76	6.89	3.41	4.15	4.52	5.17	6.73	6.09
Glyma.01G028900.Wm82.a4.v1	72.67	74.53	67.11	57.91	68.57	51.45	53.49	52.15	74.35
Glyma.01G029000.Wm82.a4.v1	44.01	40.12	42.50	44.36	43.46	49.19	45.95	38.78	51.14
Glyma.01G029100.Wm82.a4.v1	5.85	6.73	4.11	7.06	7.19	8.79	9.04	6.65	2.94
Glyma.01G029200.Wm82.a4.v1	715.51	722.45	964.03	811.90	743.15	817.39	747.92	882.75	957.35
Glyma.01G029250.Wm82.a4.v1	0.00	2.50	0.00	0.00	0.62	0.62	0.66	0.00	0.00
Glyma.01G029300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.09
Glyma.01G029400.Wm82.a4.v1	43.70	46.73	35.41	50.43	48.79	47.71	41.84	44.06	70.73
Glyma.01G029500.Wm82.a4.v1	13.62	11.64	10.67	14.45	12.29	13.32	14.41	11.08	10.23
Glyma.01G029600.Wm82.a4.v1	42.68	47.64	45.50	41.81	41.50	45.68	46.69	44.94	43.42
Glyma.01G029700.Wm82.a4.v1	4.72	4.54	7.34	7.47	2.94	6.77	9.45	4.50	7.00
Glyma.01G029800.Wm82.a4.v1	157.70	155.27	163.66	149.62	163.53	143.14	147.39	165.56	188.93
Glyma.01G029900.Wm82.a4.v1	0.23	0.12	0.31	0.22	0.28	0.09	0.20	0.27	0.23
Glyma.01G030000.Wm82.a4.v1	10.74	10.66	13.73	13.82	7.53	12.11	12.48	18.87	14.51
Glyma.01G030200.Wm82.a4.v1	0.08	0.04	0.04	0.17	0.14	0.26	0.27	0.28	0.09
Glyma.01G030300.Wm82.a4.v1	5.66	4.35	4.78	2.23	4.97	4.19	3.02	4.84	6.71
Glyma.01G030400.Wm82.a4.v1	5.67	5.94	5.56	7.42	6.92	7.63	9.74	5.22	7.11
Glyma.01G030500.Wm82.a4.v1	0.86	1.01	0.88	0.76	0.77	0.69	1.21	0.62	0.95
Glyma.01G030600.Wm82.a4.v1	60.83	63.69	63.00	56.11	57.97	57.59	58.69	57.44	85.11
Glyma.01G030800.Wm82.a4.v1	27.48	28.17	26.78	29.59	25.02	27.34	26.34	27.36	33.88
Glyma.01G030900.Wm82.a4.v1	60.29	53.44	71.62	46.69	51.90	37.02	38.72	51.05	32.67
Glyma.01G031000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G031300.Wm82.a4.v1	5.28	5.20	5.28	4.91	4.14	3.53	3.63	4.03	5.66
Glyma.01G031400.Wm82.a4.v1	29.37	30.16	27.37	40.47	33.52	30.94	41.43	21.94	18.72
Glyma.01G031500.Wm82.a4.v1	30.93	30.86	26.17	30.79	33.70	40.63	34.43	36.00	20.60
Glyma.01G031700.Wm82.a4.v1	92.99	102.23	86.46	101.73	105.94	84.56	79.19	102.45	108.19
Glyma.01G031800.Wm82.a4.v1	7.29	7.83	6.25	6.34	7.28	3.67	6.38	4.44	5.83
Glyma.01G031900.Wm82.a4.v1	24.21	22.55	21.83	25.42	26.81	25.85	32.82	21.60	21.02
Glyma.01G032000.Wm82.a4.v1	7.88	9.98	9.20	9.86	10.16	5.64	5.69	7.49	6.80
Glyma.01G032100.Wm82.a4.v1	8.58	7.57	6.67	8.73	8.87	7.24	8.22	7.59	4.41
Glyma.01G032200.Wm82.a4.v1	4.62	2.76	2.50	3.31	4.01	1.87	2.09	3.08	2.11
Glyma.01G032300.Wm82.a4.v1	4.84	4.41	3.37	4.68	6.61	7.95	6.02	4.96	13.45
Glyma.01G032400.Wm82.a4.v1	1.34	1.37	0.91	1.34	1.73	0.86	1.01	0.85	0.77
Glyma.01G032500.Wm82.a4.v1	34.41	33.66	33.45	33.70	37.66	29.03	32.78	31.26	17.02
Glyma.01G032600.Wm82.a4.v1	0.12	0.00	0.04	0.08	0.00	0.07	0.07	0.00	0.00
Glyma.01G032700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G032800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G032900.Wm82.a4.v1	0.96	0.92	0.78	0.72	0.87	1.07	0.98	0.48	0.12
Glyma.01G033000.Wm82.a4.v1	1.55	2.68	0.76	2.62	1.66	3.50	2.19	1.51	2.34
Glyma.01G033101.Wm82.a4.v1	3.19	1.46	2.22	1.10	1.55	2.65	1.49	1.51	2.81
Glyma.01G033200.Wm82.a4.v1	0.04	0.13	0.04	0.14	0.07	0.23	0.30	0.05	0.11
Glyma.01G033300.Wm82.a4.v1	6.54	5.84	5.12	4.95	6.05	6.86	9.85	4.17	2.87
Glyma.01G033400.Wm82.a4.v1	8.19	7.81	1.33	6.44	4.49	11.18	9.49	6.79	11.26
Glyma.01G033500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G033700.Wm82.a4.v1	0.46	0.56	0.41	0.61	0.37	0.16	0.60	0.43	1.02
Glyma.01G033800.Wm82.a4.v1	13.75	14.53	9.66	10.07	9.34	9.78	9.90	8.11	5.92
Glyma.01G033900.Wm82.a4.v1	0.51	0.78	0.43	1.37	1.12	1.06	1.28	0.28	0.82
Glyma.01G034000.Wm82.a4.v1	1.47	2.02	1.68	1.15	1.72	2.41	3.77	0.51	6.35
Glyma.01G034100.Wm82.a4.v1	1.35	1.03	0.70	0.94	0.71	0.74	1.27	0.94	0.64
Glyma.01G034200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.00
Glyma.01G034300.Wm82.a4.v1	22.09	18.72	20.48	19.20	21.40	16.18	18.55	22.75	21.18
Glyma.01G034402.Wm82.a4.v1	0.06	0.54	0.25	0.40	0.13	0.27	0.29	0.13	0.51
Glyma.01G034500.Wm82.a4.v1	0.32	0.23	0.14	0.20	0.23	0.12	0.18	0.11	0.26
Glyma.01G034600.Wm82.a4.v1	19.43	17.74	16.41	20.83	18.21	17.05	18.54	14.39	16.59
Glyma.01G034700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G034800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G034900.Wm82.a4.v1	0.45	0.18	0.17	0.32	0.54	0.48	0.07	0.86	0.72
Glyma.01G035000.Wm82.a4.v1	0.00	0.04	0.02	0.00	0.00	0.03	0.11	0.06	0.05
Glyma.01G035100.Wm82.a4.v1	19.66	18.82	17.05	23.79	23.42	22.40	17.24	26.50	25.50
Glyma.01G035202.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G035300.Wm82.a4.v1	2.97	2.98	3.18	2.28	2.02	2.32	3.70	1.69	1.89
Glyma.01G035350.Wm82.a4.v1	1.55	0.00	0.00	0.00	1.66	0.00	3.54	0.00	0.00
Glyma.01G035400.Wm82.a4.v1	0.28	0.10	0.05	0.09	0.00	0.04	0.20	0.00	0.00
Glyma.01G035500.Wm82.a4.v1	5.06	2.43	1.68	1.07	0.00	1.81	0.00	0.88	1.36
Glyma.01G035600.Wm82.a4.v1	0.33	0.41	0.32	0.30	0.15	0.31	0.16	0.45	0.08
Glyma.01G035700.Wm82.a4.v1	3.19	2.91	2.64	3.59	2.83	2.84	2.89	2.14	3.27
Glyma.01G035800.Wm82.a4.v1	0.17	0.74	0.11	0.32	0.27	0.55	1.07	0.62	0.69
Glyma.01G036000.Wm82.a4.v1	0.00	0.37	0.17	0.08	0.21	0.00	0.22	0.34	0.00
Glyma.01G036050.Wm82.a4.v1	0.80	0.00	0.00	0.34	0.00	0.58	0.31	0.00	0.00
Glyma.01G036100.Wm82.a4.v1	0.66	0.00	0.99	0.00	0.18	1.06	0.38	0.17	0.53
Glyma.01G036200.Wm82.a4.v1	1.88	1.65	1.45	1.38	2.04	1.74	1.60	1.64	1.03
Glyma.01G036300.Wm82.a4.v1	129.82	134.60	97.85	82.43	116.20	50.99	100.46	87.00	139.94
Glyma.01G036400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.00	1.05
Glyma.01G036500.Wm82.a4.v1	18.29	19.31	15.28	25.53	22.46	20.10	23.66	18.10	18.78
Glyma.01G036550.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G036600.Wm82.a4.v1	80.58	87.27	62.26	65.87	79.60	104.29	94.10	77.74	43.84
Glyma.01G036700.Wm82.a4.v1	11.10	11.57	9.82	11.79	10.76	10.92	11.03	10.43	8.12
Glyma.01G036751.Wm82.a4.v1	6.00	7.21	1.33	5.07	2.14	5.37	5.72	4.16	1.62
Glyma.01G036800.Wm82.a4.v1	4.79	5.48	6.06	3.77	3.09	2.49	3.78	3.01	3.21
Glyma.01G036900.Wm82.a4.v1	9.80	5.77	10.74	11.05	9.42	5.64	8.35	16.49	10.36
Glyma.01G037000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G037100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00
Glyma.01G037200.Wm82.a4.v1	13.70	15.05	18.58	11.10	14.74	9.00	9.46	15.07	19.11
Glyma.01G037300.Wm82.a4.v1	19.85	22.44	21.76	20.61	21.80	21.66	21.85	21.83	23.24
Glyma.01G037400.Wm82.a4.v1	5.10	5.76	4.08	8.07	4.96	6.20	7.73	4.27	5.43
Glyma.01G037500.Wm82.a4.v1	8.04	9.67	8.00	11.25	11.41	11.27	14.26	14.06	3.21
Glyma.01G037600.Wm82.a4.v1	3.25	2.96	2.92	2.66	2.34	3.59	3.03	2.14	1.92
Glyma.01G037700.Wm82.a4.v1	13.60	13.83	12.58	14.41	14.24	11.17	12.07	12.01	10.64
Glyma.01G037800.Wm82.a4.v1	8.51	9.68	7.96	11.34	9.41	12.51	17.06	13.82	8.44
Glyma.01G037900.Wm82.a4.v1	14.89	16.55	18.13	18.85	21.16	15.27	13.91	19.19	17.95
Glyma.01G038002.Wm82.a4.v1	1.83	1.35	1.75	1.84	1.96	1.54	1.82	1.78	1.33
Glyma.01G038100.Wm82.a4.v1	2.63	2.64	2.51	3.02	2.71	2.65	3.23	2.66	1.51
Glyma.01G038250.Wm82.a4.v1	45.64	35.55	31.45	38.33	38.99	43.38	47.43	35.99	38.33
Glyma.01G038300.Wm82.a4.v1	6.02	6.23	6.17	7.04	8.62	3.85	8.47	2.37	0.81
Glyma.01G038350.Wm82.a4.v1	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G038400.Wm82.a4.v1	3.98	4.06	4.29	3.32	3.62	3.42	4.10	3.45	2.84
Glyma.01G038500.Wm82.a4.v1	7.27	5.37	5.99	7.43	7.58	6.24	9.57	7.95	4.15
Glyma.01G038600.Wm82.a4.v1	8.98	9.02	10.43	8.45	7.90	7.56	10.50	7.21	9.37
Glyma.01G038651.Wm82.a4.v1	0.11	0.00	0.00	0.13	0.00	0.00	0.00	0.22	0.00
Glyma.01G038700.Wm82.a4.v1	7.78	7.61	5.59	8.55	8.09	10.29	11.70	8.35	6.02
Glyma.01G038800.Wm82.a4.v1	31.27	26.41	26.78	27.33	31.64	31.49	29.50	30.07	27.09
Glyma.01G038900.Wm82.a4.v1	0.22	0.40	0.48	0.35	0.47	0.59	0.32	0.52	0.36
Glyma.01G039000.Wm82.a4.v1	1.26	1.49	1.25	1.45	1.77	1.00	2.18	1.13	0.95
Glyma.01G039100.Wm82.a4.v1	16.39	13.75	14.70	11.73	12.71	16.20	13.91	11.66	10.95
Glyma.01G039200.Wm82.a4.v1	5.01	3.83	4.81	5.07	4.16	3.62	3.98	3.85	4.29
Glyma.01G039300.Wm82.a4.v1	0.25	0.47	0.00	0.00	0.00	0.26	0.09	0.00	0.00
Glyma.01G039400.Wm82.a4.v1	0.39	0.39	0.12	0.76	0.35	0.77	0.51	0.19	0.63
Glyma.01G039500.Wm82.a4.v1	7.79	7.50	7.20	6.81	8.48	8.31	8.84	6.37	5.20
Glyma.01G039600.Wm82.a4.v1	0.86	1.42	1.01	0.92	1.13	1.28	2.49	1.71	1.49
Glyma.01G039700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G039800.Wm82.a4.v1	1.38	1.40	1.26	1.59	1.53	1.32	2.08	1.52	0.87
Glyma.01G039900.Wm82.a4.v1	9.77	9.42	9.74	9.11	12.63	8.44	12.59	8.33	11.27
Glyma.01G040000.Wm82.a4.v1	45.66	45.19	45.52	47.21	41.39	70.30	53.93	50.11	76.38
Glyma.01G040100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G040200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G040300.Wm82.a4.v1	0.36	0.15	0.28	0.62	0.53	0.70	1.10	0.32	0.13
Glyma.01G040400.Wm82.a4.v1	4.88	5.10	5.58	5.43	4.86	9.21	7.19	4.37	4.46
Glyma.01G040500.Wm82.a4.v1	3.22	2.74	3.12	3.52	3.13	3.46	3.93	3.73	3.43
Glyma.01G040600.Wm82.a4.v1	0.65	0.68	0.79	1.04	1.20	0.76	1.82	0.86	1.05
Glyma.01G040700.Wm82.a4.v1	0.37	0.35	0.33	0.31	0.00	0.26	0.28	0.38	0.59
Glyma.01G040900.Wm82.a4.v1	1.73	1.05	1.25	1.43	1.35	1.88	1.29	0.89	1.03
Glyma.01G041000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G041100.Wm82.a4.v1	0.14	0.39	0.00	0.00	0.00	0.29	0.00	0.14	0.22
Glyma.01G041200.Wm82.a4.v1	0.72	0.29	0.82	0.13	0.22	0.11	0.12	0.11	0.00
Glyma.01G041300.Wm82.a4.v1	13.01	14.67	14.34	14.74	13.88	13.45	15.24	14.83	9.70
Glyma.01G041400.Wm82.a4.v1	17.34	17.98	14.80	11.16	16.64	21.65	11.48	16.46	13.78
Glyma.01G041450.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G041500.Wm82.a4.v1	1.97	1.99	1.96	2.46	2.04	2.47	2.22	1.68	2.66
Glyma.01G041600.Wm82.a4.v1	4.60	6.12	4.57	4.84	4.29	3.90	6.95	4.18	3.53
Glyma.01G041651.Wm82.a4.v1	10.59	11.74	16.04	12.28	10.05	11.78	12.02	10.63	17.47
Glyma.01G041700.Wm82.a4.v1	33.30	32.07	32.93	27.16	28.52	28.98	26.74	30.17	19.74
Glyma.01G042100.Wm82.a4.v1	2.38	2.74	2.07	2.38	2.31	3.89	3.09	3.09	0.81
Glyma.01G042200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G042300.Wm82.a4.v1	8.04	9.24	7.82	9.69	8.53	11.02	11.92	8.39	5.20
Glyma.01G042400.Wm82.a4.v1	11.87	10.63	10.04	14.23	11.56	12.04	11.96	10.34	5.85
Glyma.01G042500.Wm82.a4.v1	0.08	0.00	0.00	0.00	0.00	0.04	0.05	0.00	0.00
Glyma.01G042600.Wm82.a4.v1	0.00	0.25	0.00	0.06	0.00	0.00	0.00	0.00	0.00
Glyma.01G042700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G042800.Wm82.a4.v1	28.90	27.50	30.85	28.66	28.02	31.17	27.86	25.40	34.94
Glyma.01G042900.Wm82.a4.v1	5.12	4.46	4.23	3.92	3.77	4.72	3.87	4.65	3.03
Glyma.01G043000.Wm82.a4.v1	0.57	0.64	0.51	0.76	0.92	0.68	0.47	0.56	0.51
Glyma.01G043100.Wm82.a4.v1	0.00	0.31	0.22	0.00	0.12	0.23	0.00	0.00	0.35
Glyma.01G043300.Wm82.a4.v1	0.69	0.53	0.26	0.93	0.81	1.01	0.45	0.55	0.56
Glyma.01G043400.Wm82.a4.v1	0.12	0.11	0.13	0.24	0.16	0.17	0.40	0.28	0.31
Glyma.01G043600.Wm82.a4.v1	1.59	1.28	0.88	1.91	2.11	1.12	1.95	1.13	1.50
Glyma.01G043700.Wm82.a4.v1	0.48	0.29	0.16	0.55	0.59	0.64	0.36	0.25	0.38
Glyma.01G043800.Wm82.a4.v1	6.31	6.16	6.10	6.17	6.66	5.82	7.49	6.14	5.25
Glyma.01G043925.Wm82.a4.v1	11.21	18.45	21.33	16.21	19.67	21.50	13.72	19.98	20.69
Glyma.01G043951.Wm82.a4.v1	7.07	7.24	6.65	9.29	6.50	8.81	7.02	7.49	4.06
Glyma.01G043976.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G044000.Wm82.a4.v1	0.36	0.52	0.54	0.11	0.68	0.58	0.41	0.19	0.73
Glyma.01G044100.Wm82.a4.v1	23.05	24.22	21.50	25.80	27.70	23.51	25.17	22.72	15.97
Glyma.01G044200.Wm82.a4.v1	17.62	18.18	18.33	18.14	20.90	15.72	18.77	16.62	16.40
Glyma.01G044300.Wm82.a4.v1	1.12	1.16	0.96	1.59	1.49	0.99	1.80	0.84	0.89
Glyma.01G044400.Wm82.a4.v1	0.00	0.00	0.31	0.00	0.00	0.00	0.00	1.44	0.00
Glyma.01G044500.Wm82.a4.v1	0.00	0.00	0.00	0.37	0.47	0.32	0.34	0.00	0.24
Glyma.01G044600.Wm82.a4.v1	10.08	11.67	8.31	11.15	14.20	8.59	10.88	6.99	8.23
Glyma.01G044650.Wm82.a4.v1	1.95	3.22	2.21	2.28	1.85	2.79	2.06	2.25	2.21
Glyma.01G044800.Wm82.a4.v1	3.06	2.77	3.55	7.41	6.07	4.51	4.69	4.73	5.65
Glyma.01G044900.Wm82.a4.v1	3.29	2.45	2.86	4.68	4.59	4.29	5.48	2.49	1.61
Glyma.01G045000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G045100.Wm82.a4.v1	25.08	25.95	22.65	27.95	30.56	32.64	36.49	28.54	18.52
Glyma.01G045200.Wm82.a4.v1	31.16	28.68	43.60	27.26	30.68	31.56	35.81	32.42	43.50
Glyma.01G045300.Wm82.a4.v1	3.98	4.81	4.82	4.22	3.17	5.28	3.71	5.69	5.91
Glyma.01G045400.Wm82.a4.v1	2.40	2.26	2.81	2.60	2.35	3.31	2.85	3.72	2.53
Glyma.01G045500.Wm82.a4.v1	2.15	2.46	1.98	1.13	1.11	1.91	1.78	1.00	0.96
Glyma.01G045700.Wm82.a4.v1	7.00	6.44	5.35	4.83	5.60	7.04	5.71	4.19	8.21
Glyma.01G045750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G045800.Wm82.a4.v1	12.52	11.67	10.13	10.51	13.84	10.97	10.79	11.91	10.49
Glyma.01G045900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.01G046000.Wm82.a4.v1	8.64	8.23	6.82	8.62	8.35	7.57	7.32	9.61	6.65
Glyma.01G046100.Wm82.a4.v1	0.00	0.00	0.37	0.00	0.00	0.00	0.64	0.00	0.00
Glyma.01G046200.Wm82.a4.v1	9.73	12.88	11.47	14.13	13.36	15.18	12.80	13.13	15.28
Glyma.01G046300.Wm82.a4.v1	105.03	97.53	102.33	50.36	52.66	52.16	23.39	144.00	33.73
Glyma.01G046351.Wm82.a4.v1	58.14	48.55	32.56	73.59	66.62	48.88	52.96	57.85	21.78
Glyma.01G046400.Wm82.a4.v1	13.47	11.05	12.34	13.57	13.83	13.91	12.80	12.51	12.18
Glyma.01G046500.Wm82.a4.v1	14.59	13.03	10.84	15.75	17.60	12.98	16.07	15.00	5.97
Glyma.01G046600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
Glyma.01G046700.Wm82.a4.v1	8.93	9.18	8.78	11.37	13.11	10.17	11.14	11.63	6.76
Glyma.01G046800.Wm82.a4.v1	0.25	0.53	0.49	0.47	0.39	0.40	0.91	0.70	0.50
Glyma.01G046900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.05
Glyma.01G047000.Wm82.a4.v1	201.71	205.11	281.68	249.39	225.31	232.65	222.27	247.55	328.07
Glyma.01G047100.Wm82.a4.v1	12.02	12.83	10.75	14.41	12.11	13.99	17.27	10.86	9.99
Glyma.01G047300.Wm82.a4.v1	0.71	1.08	0.78	1.22	0.98	0.67	1.48	0.26	0.14
Glyma.01G047400.Wm82.a4.v1	6.35	6.38	5.85	6.28	5.63	7.73	7.52	5.56	7.09
Glyma.01G047600.Wm82.a4.v1	3.93	3.17	2.90	3.70	5.02	2.73	4.60	6.23	0.54
Glyma.01G047700.Wm82.a4.v1	20.62	21.36	20.28	21.48	23.01	23.13	24.64	21.61	14.65
Glyma.01G047800.Wm82.a4.v1	0.77	1.11	1.02	0.56	0.35	0.83	1.50	0.80	1.06
Glyma.01G047900.Wm82.a4.v1	2.98	3.22	1.77	2.16	4.09	2.06	2.19	1.99	1.89
Glyma.01G048000.Wm82.a4.v1	0.29	0.29	0.32	0.16	0.19	0.17	0.32	0.21	0.11
Glyma.01G048100.Wm82.a4.v1	0.68	0.45	0.83	0.87	0.93	1.54	1.28	0.71	1.11
Glyma.01G048200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
